text,label,sentiment
point granted goal scored conceded penalty shoot goal scored higher ranked team lower ranked team also given slightly fewer point compared goal scored lower ranked team higher ranked team moreover decided first goal scored team would awarded point compared subsequently scored goal match total amount point goal scored conceded would small scale point awarded match result winning drawing would always higher value bonus point away match regardless final match result away team given extra point playing match away home,FIFA Iran,0.8271
away bonus point team match played neutral ground multiplying factor various competition importance match affect point awarded team sum point granted first three rule mentioned multiplied following factor friendly match x1 00 qualifier continental championship x1 10 qualifier world cup x1 25 final continental championship x1 25 final world cup x1 50 regional strength weakness regional strength finally also factored award point match team different continent granted point multiplied factor match team continent granted point multiplied factor european south american team african north central american team asian oceanian team overall resulting fifa rank calculation formula sum point rule rule4 factor rule5 factor calculated recognized match played past year total amount ranking point sum point calculated match example despite undefeated match played 1994 world ranking england still dropped seven place december 1993 december 1994 team scored point six lower factored friendly game per rule,FIFA Iran,0.9882
fifa announced ranking system would updated following 2006 world cup evaluation period cut eight four year simpler method calculation used determine ranking goal scored home away advantage longer taken account aspect calculation including importance attributed different type match revised first set revised ranking calculation methodology announced 12 july 2006 change rooted least part widespread criticism previous ranking system,FIFA Iran,-0.128
september 2017 fifa announced reviewing ranking system would decide end 2018 fifa world cup qualification change made improve ranking fifa announced 10 june 2018 ranking system would updated following 2018 world cup final calculation method adopted closely modelled elo rating system ranking member association updated game game basis weighting designated confederation ranking purpose abolished however new methodology account home away game margin victory elo ranking fifa intended introduce new ranking system july 2018 match scheduled july august ranking date delayed august 2018,FIFA Iran,0.25
speculation football journalist espn dale johnson projection new ranking seen relatively little change position germany eliminated first round world cup remaining top ranked team fifa originally planned use existing world ranking point june 2018 start value august ranking appeared starting point changed equal distribution point 1600 germany previously top ranked team 868 anguilla bahamas eritrea somalia tonga turk caicos island point june according formula seeding 1600 displaystyle text seeding 1600 time rank june 2018 two team equal rank following team received next immediate rank possible two team 11 following team 12 13 rating change according game played previous release calculated,FIFA Iran,0.7506
system introduced germany debuted top ranked team following extended period dominance reached three previous fifa world cup final winning one brazil took lead run 1994 fifa world cup winning eight losing one nine qualification match way scoring twenty goal conceding four italy led short time back equally successful world cup qualifying campaign top place claimed germany brazil success lengthy qualifying campaign returned lead brief period germany led 1994 world cup brazil victory competition gave large lead would stand nearly seven year surpassed strong france team captured 1998 fifa world cup 2000 european football championship,FIFA Iran,0.9709
success 2002 fifa world cup restored brazil top position remained february 2007 italy returned top first time since 1993 following 2006 fifa world cup win germany one month later argentina replaced reaching top first time italy regained place april winning copa rica 2007 july brazil returned top replaced italy september argentina october july 2008 spain took lead first time uefa euro 2008 brazil began sixth stint top ranking july 2009 winning 2009 confederation cup spain regained title november 2009 winning every match qualification 2010 fifa world cup,FIFA Iran,0.9796
april 2010 brazil returned top table winning 2010 world cup spain regained top position held august 2011 netherlands reached top spot first time relinquish following month july 2014 germany took lead 2014 fifa world cup july 2015 argentina reached top spot first time since 2008 reaching 2014 fifa world cup final well 2015 copa america final november 2015 belgium became leader fifa ranking first time topping euro 2016 qualifying group,FIFA Iran,0.9062
belgium led ranking april 2016 argentina returned top april 2017 brazil returned spot first time since 2010 world cup germany regained top spot july winning confederation cup summer 2018 fifa updated rating system adopting elo rating system first ranking list system august 2018 saw france retake top spot first time nearly 16 year 2018 fifa world cup one month later first time two team joint leader belgium reached ranking france,FIFA Iran,0.802
ranking used fifa rank progression current ability national football team member nation claim create reliable measure comparing national team used part calculation entire ground seed competition 2010 fifa world cup qualification tournament ranking used seed group competition involving concacaf member using may ranking caf july set data uefa using specially postponed november 2007 ranking position october 2009 ranking used determine seed 2010 fifa world cup final draw march 2011 ranking used seed draw 2012 caf men pre olympic tournament second qualifying round ranking also used determine winner two annual award national team receive basis performance ranking,FIFA Iran,0.872
since introduction 1992 fifa world ranking subject much debate particularly regarding calculation procedure resulting disparity generally perceived quality world ranking team perceived flaw fifa system led creation number alternative ranking football statistician initial system simple weighting quality opponent importance match saw norway reach second october 1993 july august 1995 ranking criticised time ranking adapted 1999 include weighting based importance match strength opponent win weak opponent resulted fewer point awarded win much stronger one,FIFA Iran,0.9509
adaptation 2006 made reduce number year result considered greater reliance match within previous 12 month still criticism ranking remained particular anomaly noted including united state rise fourth 2006 surprise even player israel climb 15th november 2008 surprised israeli press belgium rank world number november 2015 even though belgium played one tournament final stage past 13 year criticism 2006 2018 formula included inability host major tournament retain high place ranking team participated lower value friendly match due automatic qualification tournament example 2014 fifa world cup host brazil fell record low ranking 22nd world tournament finished fourth 2018 fifa world cup host russia lowest ranking 70th tournament reached quarter final bowing eventual finalist croatia penalty 2010s team realised ranking system could gamed specifically avoiding playing non competitive match particularly weaker opponent,FIFA Iran,-0.4927
best mover year awarded team made best progress ranking course year fifa ranking simply team risen place calculation performed order account fact becomes progressively harder earn point higher ranking team calculation used year 1993 2006 defined era major fifa world ranking calculation revision july 2006 number point team end year multiplied number point earned year team highest index calculation received award table show top three best mover year year 1993 2006 official best mover award handed coach winning national football team annual fifa world player gala example coach slovenia national football team sre ko katanec received official award fifa world player 1999 award gala award granted day year ended 24 january 2000,FIFA Iran,0.9934
term iran derives directly middle persian first attested third century inscription naqsh rostam accompanying parthian inscription using term ary reference iranian middle iranian ary oblique plural form gentilic noun middle persian ary parthian deriving proto iranian language arya meaning aryan iranian recognized derivative proto indo european language ar yo meaning one assembles skilfully iranian language gentilic attested self identifier included ancient inscription literature avesta remains also iranian ethnic name alan ossetian ir iron according iranian mythology country name come name iraj legendary prince shah killed brother,FIFA Iran,-0.6705
historically iran referred persia west due mainly writing greek historian referred iran pers ancient greek old persian rsa meaning land persian persis one province ancient iran today known far extensive interaction ancient greek outsider persian term persisted even long greco persian war 499 449 bc 1935 reza shah requested international community refer country native name iran nowruz falling 21 march 1935 esfand 30 1313 43 pm tehran time effective 22 march iranian new year farvardin 1314 year opposition name change led reversal decision 1959 professor ehsan yarshater editor encyclop dia iranica propagated move use persia iran interchangeably today iran persia used cultural context iran remains mandatory official state context historical cultural usage word iran restricted modern state proper,FIFA Iran,-0.5719
persian pronunciation iran common commonwealth english pronunciation iran listed oxford english dictionary american english dictionary merriam webster provide pronunciation map likewise random house webster unabridged dictionary cambridge dictionary list british pronunciation american pronunciation similarly glasgow based collins english dictionary provides english english american english pronunciation pronunciation guide voice america also provides american english pronunciation may heard medium,FIFA Iran,0.0
max fisher washington post prescribed iran proscribing american heritage dictionary english language dictionary 2014 usage ballot addressed topic pronunciation iran iraq according survey pronunciation deemed almost equally acceptable preferred panelist participating ballot regard pronunciation 70 panelist deemed unacceptable among reason given panelist hawkish connotation sound angrier xenophobic ignorant cosmopolitan,FIFA Iran,-0.749
earliest attested archaeological artifact iran like excavated kashafrud ganj par northern iran confirm human presence iran since lower paleolithic iran neanderthal artifact middle paleolithic found mainly zagros region site warwasi yafteh tenth seventh millennium bc early agricultural community began flourish around zagros region western iran including chogha golan chogha bonut chogha mish occupation grouped hamlet area susa determined radiocarbon dating range 4395 3955 3680 3490 bc dozen prehistoric site across iranian plateau pointing existence ancient culture urban settlement fourth millennium bc bronze age territory present day iran home several civilization including elam jiroft zayanderud,FIFA Iran,0.4019
second millennium bc ancient iranian people arrived iran eurasian steppe rivaling native settler region iranian dispersed wider area greater iran beyond boundary modern day iran dominated median persian parthian tribe late tenth late seventh century bc iranian people together pre iranian kingdom fell domination assyrian empire based northern mesopotamia king cyaxares medes persian entered alliance babylonian ruler nabopolassar well fellow iranian scythian cimmerians together attacked assyrian empire civil war ravaged assyrian empire 616 605 bc thus freeing respective people three century assyrian rule,FIFA Iran,0.34
unification median tribe king deioces 728 bc led foundation median empire 612 bc controlled almost entire territory present day iran eastern anatolia marked end kingdom urartu well subsequently conquered dissolved 550 bc cyrus great son mandane cambyses took median empire founded achaemenid empire unifying city state conquest medium result called persian revolt brouhaha initially triggered action median ruler astyages quickly spread province allied persian,FIFA Iran,0.7351
later conquest cyrus successor expanded empire include lydia babylon egypt part balkan eastern europe proper well land west indus oxus river 539 bc year persian force defeated babylonian army opis marked end around four century mesopotamian domination region conquering neo babylonian empire cyrus entered babylon presented traditional mesopotamian monarch subsequent achaemenid art iconography reflect influence new political reality mesopotamia greatest extent achaemenid empire included territory modern day iran republic azerbaijan arran shirvan armenia georgia turkey anatolia much black sea coastal region northeastern greece southern bulgaria thrace northern greece north macedonia paeonia macedon iraq syria lebanon jordan israel palestinian territory significant population center ancient egypt far west libya kuwait northern saudi arabia part united arab emirate oman pakistan afghanistan much central asia making largest empire world yet seen estimated 480 bc 50 million people lived achaemenid empire,FIFA Iran,0.8176
empire peak ruled 44 world population highest figure empire history achaemenid empire noted release jewish exile babylon building infrastructure royal road chapar postal service use official language imperial aramaic throughout territory empire centralized bureaucratic administration emperor large professional army civil service inspiring similar development later empire eventual conflict western border began ionian revolt erupted greco persian war continued first half fifth century bc ended withdrawal achaemenids territory balkan eastern europe proper 334 bc alexander great invaded achaemenid empire defeating last achaemenid emperor darius iii battle issus following premature death alexander iran came control hellenistic seleucid empire middle second century bc parthian empire rose become main power iran century long geopolitical arch rivalry roman parthian began culminating roman parthian war parthian empire continued feudal monarchy nearly five century 224 ce succeeded sasanian empire,FIFA Iran,-0.8807
prolonged byzantine sasanian war importantly climactic war 602 628 well social conflict within sasanian empire opened way arab invasion iran seventh century empire initially defeated rashidun caliphate succeeded umayyad caliphate followed abbasid caliphate prolonged gradual process state imposed islamization followed targeted iran zoroastrian majority included religious persecution demolition library fire temple special tax penalty jizya language shift 750 abbasids overthrew umayyad arab muslim persian stratum made rebel army united converted persian muslim abu muslim struggle power society time gradually became cosmopolitan old arab simplicity aristocratic dignity bearing prestige lost,FIFA Iran,-0.8658
persian turk began replace arab field fusion arab nobility subject race practice polygamy concubinage made social amalgam wherein loyalty became uncertain hierarchy official emerged bureaucracy first persian later turkish decreased abbasid prestige power good two century arab rule semi independent independent iranian kingdom including tahirids saffarids samanids buyids began appear fringe declining abbasid caliphate blossoming literature philosophy mathematics medicine astronomy art iran became major element formation new age iranian civilization period known islamic golden age islamic golden age reached peak 10th 11th century iran main theater scientific activity cultural revival began abbasid period led resurfacing iranian national identity thus attempt arabization never succeeded iran shu ubiyya movement became catalyst iranian regain independence relation arab invader,FIFA Iran,0.5053
notable effect movement continuation persian language attested work epic poet ferdowsi considered prominent figure iranian literature tenth century saw mass migration turkic tribe central asia iranian plateau turkic tribesman first used abbasid army mamluks slave warrior replacing iranian arab element within army result mamluks gained significant political power 999 large portion iran came briefly rule ghaznavids whose ruler mamluk turkic origin longer subsequently seljuk khwarezmian empire seljuk subsequently gave rise sultanate rum anatolia taking thoroughly persianized identity,FIFA Iran,0.6908
result adoption patronage persian culture turkish ruler development distinct turco persian tradition 1219 1221 khwarazmian empire iran suffered devastating invasion mongol empire army genghis khan according steven ward mongol violence depredation killed three fourth population iranian plateau possibly 10 15 million people historian estimated iran population reach pre mongol level mid 20th century modern historian either outright dismiss highly skeptical statistic colossal magnitude pertaining mongol onslaught khwarazmian empire mainland iran muslim region deem exaggeration muslim chronicler era whose recording naturally anti mongol bent,FIFA Iran,-0.9678
1951 mohammad mosaddegh appointed prime minister pahlavi iran nationalization iran oil industry became enormously popular deposed 1953 iranian coup tat anglo american covert operation marked first time united state participated overthrow foreign government cold war coup shah became increasingly autocratic sultanistic iran entered decade long phase controversially close relation united state foreign government shah increasingly modernized iran claimed retain fully secular state arbitrary arrest torture secret police savak used crushing form political opposition ruhollah khomeini radical muslim cleric became active critic shah far reaching series reform known white revolution khomeini publicly denounced government arrested imprisoned 18 month,FIFA Iran,-0.8692
1979 revolution later known islamic revolution began january 1978 first major demonstration shah year strike demonstration paralyzing country economy mohammad reza pahlavi fled united state ruhollah khomeini returned exile tehran february 1979 forming new government holding referendum iran officially became islamic republic april 1979 second referendum december 1979 approved theocratic constitution immediate nationwide uprising new government began 1979 kurdish rebellion khuzestan uprising along uprising sistan baluchestan area next several year uprising subdued violently new islamic government,FIFA Iran,0.1531
new government began purging non islamist political opposition well islamist considered radical enough although nationalist marxist initially joined islamist overthrow shah ten thousand executed new regime afterward following khomeini order purge new government remaining official still loyal exiled shah many former minister official shah government including former prime minister amir abbas hoveyda executed november 1979 united state refusal extradition mohammad reza pahlavi new government group muslim student seized united state embassy took embassy 52 personnel citizen hostage attempt jimmy carter administration negotiate release hostage failed rescue attempt helped falling popularity carter among citizen pushed presidential office brought ronald reagan power,FIFA Iran,0.9062
jimmy carter final day office last hostage finally set free due algiers accord mohammad reza pahlavi left united state egypt died complication cancer month later 27 july 1980 cultural revolution began 1980 initial closure university three year order perform inspection clean cultural policy education training system 22 september 1980 iraqi army invaded western iranian province khuzestan initiating iran iraq war although force saddam hussein made several early advance mid 1982 iranian force successfully managed drive iraqi army back iraq,FIFA Iran,-0.2263
july 1982 iraq thrown defensive regime iran decided invade iraq conducted countless offensive conquer iraqi territory capture city basra war continued 1988 iraqi army defeated iranian force inside iraq pushed remaining iranian troop back across border subsequently khomeini accepted truce mediated united nation total iranian casualty war estimated 123 220 160 000 kia 60 711 mia 11 000 16 000 civilian killed following iran iraq war 1989 akbar hashemi rafsanjani administration concentrated pragmatic pro business policy rebuilding strengthening economy without making dramatic break ideology revolution,FIFA Iran,-0.9774
1997 rafsanjani succeeded moderate reformist mohammad khatami whose government attempted unsuccessfully make country free democratic 2005 presidential election brought conservative populist candidate mahmoud ahmadinejad power time 2009 iranian presidential election interior ministry announced incumbent president ahmadinejad 62 63 vote mir hossein mousavi come second place 33 75 election result widely disputed resulted widespread protest within iran major city outside country creation iranian green movement hassan rouhani elected president 15 june 2013 defeating mohammad bagher ghalibaf four candidate electoral victory rouhani relatively improved relation iran country,FIFA Iran,0.3818
2017 18 iranian protest swept across country government longtime supreme leader response economic political situation scale protest throughout country number people participating significant formally confirmed thousand protester arrested 2019 20 iranian protest started 15 november ahvaz spreading across country within hour government announced increase fuel price 300 week long total internet shutdown throughout country marked one severe internet blackout country bloodiest governmental crackdown protestors history islamic republic ten thousand arrested hundred killed within day according multiple international observer including amnesty international january 2020 revolutionary guard general qasem soleimani assassinated united state iraq considerably heightened existing tension two country three day iran islamic revolutionary guard corp launched retaliatory attack force iraq accident shot ukraine international airline flight 752 killing 176 civilian leading nation wide protest,FIFA Iran,-0.9689
iran area 648 195 km2 636 372 sq mi lie latitude 24 40 longitude 44 64 bordered northwest armenia 35 km 22 mi azeri exclave nakhchivan 179 km 111 mi republic azerbaijan 611 km 380 mi north caspian sea northeast turkmenistan 992 km 616 mi east afghanistan 936 km 582 mi pakistan 909 km 565 mi south persian gulf gulf oman west iraq 458 km 906 mi turkey 499 km 310 mi iran located seismically active area average earthquake magnitude seven richter scale occurs every ten year earthquake shallow focus devastating tragic 2003 bam earthquake,FIFA Iran,-0.6808
iran consists iranian plateau exception coast caspian sea khuzestan one world mountainous country landscape dominated rugged mountain range separate various basin plateau one another populous western part mountainous range caucasus zagros alborz last containing mount damavand iran highest point 610 18 406 ft also highest mountain asia west hindu kush northern part iran covered lush lowland caspian hyrcanian mixed forest located near southern shore caspian sea eastern part consists mostly desert basin kavir desert country largest desert lut desert well salt lake,FIFA Iran,0.25
11 climate world 13 iran climate diverse ranging arid semi arid subtropical along caspian coast northern forest northern edge country caspian coastal plain temperature rarely fall freezing area remains humid rest year summer temperature rarely exceed 29 84 annual precipitation 680 mm 26 eastern part plain 700 mm 66 western part gary lewis united nation resident coordinator iran said water scarcity pose severe human security challenge iran today west settlement zagros basin experience lower temperature severe winter zero average daily temperature heavy snowfall,FIFA Iran,-0.1541
wildlife iran includes bear eurasian lynx fox gazelle gray wolf jackal panther wild pig domestic animal include asian water buffalo camel cattle donkey goat horse sheep eagle falcon partridge pheasant stork also native iran one famous specie animal critically endangered asiatic cheetah also known iranian cheetah whose number greatly reduced 1979 revolution persian leopard world largest leopard subspecies life primarily northern iran also endangered,FIFA Iran,0.0772
iran divided five region 31 province ost governed appointed governor ost nd province divided county ahrest subdivided district bax sub district dehest country one highest urban growth rate world 1950 2002 urban proportion population increased 27 60 internal migrant settled around city tehran isfahan ahvaz qom,FIFA Iran,0.5719
listed population 2006 07 1385 ap census iran population concentrated western half especially north north west west country tehran population around million 2016 census iran capital largest city economical cultural center hub country communication transport network country second populous city mashhad population around million 2016 census capital province razavi khorasan site imam reza shrine holy city shia islam 15 20 million pilgrim visit shrine every year,FIFA Iran,0.0
isfahan population around million 2016 census iran third populous city capital isfahan province also third capital safavid empire home wide variety historical site including famous shah square siosepol church armenian district new julfa also home one world largest shopping mall isfahan city center fourth populous city iran karaj population around million 2016 census,FIFA Iran,0.0
capital alborz province situated 20 km 12 mile west tehran foot alborz mountain range major industrial city iran large factory producing sugar textile wire alcohol population around million 2016 census tabriz fifth populous city iran second populous late 1960s first capital safavid empire capital province east azerbaijan also considered country second major industrial city tehran,FIFA Iran,0.0
leader revolution supreme leader responsible delineation supervision policy islamic republic iran iranian president limited power compared supreme leader khamenei current longtime supreme leader ali khamenei issuing decree making final decision economy environment foreign policy education national planning everything else country khamenei also outline election guideline urge transparency fired reinstated presidential cabinet appointment key minister selected supreme leader ali khamenei agreement ultimate say iran foreign policy,FIFA Iran,0.9371
president elect required gain leader khamenei official approval sworn parliament majlis process known tanfiz validation leader agrees outcome presidential election supreme leader directly involved ministerial appointment defense intelligence foreign affair well top ministry submission candidate president iran regional policy directly controlled office supreme leader ministry foreign affair task limited protocol ceremonial occasion iran ambassador arab country example chosen quds corp directly report supreme leader,FIFA Iran,0.9741
budget bill every year well withdrawing money national development fund iran require supreme leader ali khamenei approval permission supreme leader khamenei order law amended setad estimated 95 billion 2013 reuters account secret even iranian parliament controlled supreme leader supreme leader commander chief armed force control military intelligence security operation sole power declare war peace head judiciary state radio television network commander police military force six twelve member guardian council directly appointed supreme leader assembly expert responsible electing supreme leader power dismiss basis qualification popular esteem,FIFA Iran,0.9882
date assembly expert challenged supreme leader decision attempted dismiss previous head judicial system sadeq larijani appointed supreme leader said illegal assembly expert supervise supreme leader due khamenei longtime unchallenged rule many believe assembly expert become ceremonial body without real power instance current supreme leader publicly criticized member assembly expert resulting arrest dismissal example khamenei publicly called member assembly expert ahmad azari qomi traitor resulting qomi arrest eventual dismissal assembly expert,FIFA Iran,0.6249
supreme leader constitution defines president iran highest state authority president elected universal suffrage term four year however president still required gain leader official approval sworn parliament majlis leader also power dismiss elected president anytime president elected one term president responsible implementation constitution exercise executive power implementing decree general policy outlined supreme leader except matter directly related supreme leader final say matter unlike executive country president iran full control anything ultimately control supreme leader,FIFA Iran,0.9741
chapter ix constitution islamic republic iran set forth qualification presidential candidate procedure presidential election election iran outlined supreme leader president function executive affair signing treaty international agreement administering national planning budget state employment affair approved supreme leader president appoints minister subject approval parliament well approval supreme leader dismiss reinstate minister time regardless decision made president parliament president supervises council minister coordinate government decision selects government policy placed legislature current supreme leader ali khamenei fired well reinstated council minister member,FIFA Iran,0.9781
legislature iran known islamic consultative assembly unicameral body comprising 290 member elected four year term draft legislation ratifies international treaty approves national budget parliamentary candidate legislation assembly must approved guardian council guardian council comprises twelve jurist including six appointed supreme leader others elected parliament among jurist nominated head judiciary council interprets constitution may veto parliament,FIFA Iran,0.8442
supreme leader appoints head country judiciary appointing head supreme court chief public prosecutor several type court including public court deal civil criminal case revolutionary court deal certain category offense crime national security decision revolutionary court final appealed chief justice iran head judicial system islamic republic iran responsible administration supervision also highest judge supreme court iran supreme leader iran appoints dismiss chief justice,FIFA Iran,0.959
since time 1979 revolution iran foreign relation often portrayed based two strategic principle eliminating outside influence region pursuing extensive diplomatic contact developing non aligned country since 2005 iran nuclear program become subject contention international community mainly united state many country expressed concern iran nuclear program could divert civilian nuclear technology weapon program led united nation security council impose sanction iran isolated iran politically economically rest global community 2009 director national intelligence said iran choosing would able develop nuclear weapon 2013 2009 government iran maintains diplomatic relation 99 member united nation united state israel state iran government derecognized since 1979 revolution,FIFA Iran,0.8316
islamic republic iran two type armed force regular force army air force navy revolutionary guard totaling 545 000 active troop iran also around 350 000 reserve force totaling around 900 000 trained troop government iran paramilitary volunteer militia force within islamic revolutionary guard corp called basij includes 90 000 full time active duty uniformed member 11 million men woman member basij could potentially called service globalsecurity org estimate iran could mobilize one million men would among largest troop mobilization world 2007 iran military spending represented gdp 102 per caput lowest figure persian gulf nation,FIFA Iran,0.4215
iran military doctrine based deterrence 2014 country spent 15 billion arm state gulf cooperation council spent eight time government iran support military activity ally syria iraq lebanon hezbollah military financial aid iran syria close strategic ally iran provided significant support syrian government syrian civil war according estimate iran controlled 80 000 pro assad shi ite fighter syria since 1979 revolution overcome foreign embargo government iran developed military industry produced tank armored personnel carrier missile submarine military vessel missile destroyer radar system helicopter fighter plane recent year official announcement highlighted development weapon hoot kowsar zelzal fateh 110 shahab sejjil variety unmanned aerial vehicle uavs,FIFA Iran,-0.1779
iran largest diverse ballistic missile arsenal middle east fajr liquid fuel missile undisclosed range developed produced domestically currently advanced ballistic missile country june 1925 reza shah introduced conscription law national consultative majlis time every male person reached 21 year old must serve military two year conscription exempted woman military service 1979 revolution,FIFA Iran,0.34
iran economy mixture central planning state ownership oil large enterprise village agriculture small scale private trading service venture 2017 gdp 427 billion 631 trillion ppp 20 000 ppp per caput iran ranked lower middle income economy world bank early 21st century service sector contributed largest percentage gdp followed industry mining manufacturing agriculture central bank islamic republic iran responsible developing maintaining iranian rial serf country currency government recognize trade union islamic labour council subject approval employer security service,FIFA Iran,0.6808
minimum wage june 2013 487 million rial month 134 unemployment remained 10 since 1997 unemployment rate woman almost double men 2006 45 government budget came oil natural gas revenue 31 came tax fee 2007 iran earned 70 billion foreign exchange reserve mostly 80 crude oil export iranian budget deficit chronic problem mostly due large scale state subsidy include foodstuff especially gasoline totaling 84 billion 2008 energy sector alone 2010 economic reform plan approved parliament cut subsidy gradually replace targeted social assistance,FIFA Iran,-0.891
objective move towards free market price five year period increase productivity social justice administration continues follow market reform plan previous one indicates diversify iran oil reliant economy iran also developed biotechnology nanotechnology pharmaceutical industry however nationalized industry bonyads often managed badly making ineffective uncompetitive year currently government trying privatize industry despite success still several problem overcome lagging corruption public sector lack competitiveness iran leading manufacturing industry field automobile manufacture transportation construction material home appliance food agricultural good armament pharmaceutical information technology petrochemical middle east,FIFA Iran,-0.0767
although tourism declined significantly war iraq subsequently recovered 659 000 foreign tourist visited iran 2004 million 2009 mostly asian country including republic central asia 10 came european union north america since removal sanction iran 2015 tourism surged country five million tourist visited iran fiscal year 2014 2015 four percent previous year alongside capital popular tourist destination isfahan mashhad shiraz early 2000s industry faced serious limitation infrastructure communication industry standard personnel training,FIFA Iran,-0.5574
majority 300 000 travel visa granted 2003 obtained asian muslim presumably intended visit pilgrimage site mashhad qom several organized tour germany france european country come iran annually visit archaeological site monument 2003 iran ranked 68th tourism revenue worldwide according unesco deputy head research iran tourism organization iran rated fourth among top 10 destination middle east domestic tourism iran one largest world,FIFA Iran,0.4215
iran long paved road system linking town city 2011 country 173 000 kilometer 107 000 mi road 73 paved 2008 nearly 100 passenger car every 000 inhabitant train operate 11 106 km 942 mi railroad track country major port entry bandar abbas strait hormuz arriving iran imported good distributed throughout country truck freight train,FIFA Iran,0.4404
tehran bandar abbas railroad opened 1995 connects bandar abbas railroad system central asia via tehran mashhad major port include bandar anzali bandar torkeman caspian sea khorramshahr bandar emam khomeyni persian gulf dozen city airport serve passenger cargo plane iran air national airline founded 1962 operated domestic international flight large city mass transit system using bus several private company provide bus service city,FIFA Iran,0.0
iran world second largest proved gas reserve russia 33 trillion cubic meter third largest natural gas production indonesia russia also rank fourth oil reserve estimated 153 600 000 000 barrel opec second largest oil exporter energy superpower 2005 iran spent billion fuel import contraband inefficient domestic use oil industry output averaged million barrel per day 640 000 m3 2005 compared peak six million barrel per day reached 1974,FIFA Iran,0.6124
early 2000s industry infrastructure increasingly inefficient technological lag exploratory well drilled 2005 2004 large share iran natural gas reserve untapped addition new hydroelectric station streamlining conventional coal oil fired station increased installed capacity 33 000 megawatt amount 75 based natural gas 18 oil hydroelectric power,FIFA Iran,0.5267
education iran highly centralized 12 supervised ministry education higher education supervision ministry science technology rate adult literacy among iranian age 10 49 reached 96 march 19 2020 according unesco rated 85 2008 36 1976 according data provided unesco iran literacy rate among people aged 15 year older 85 54 2016 men 90 35 significantly educated woman 80 79 number illiterate people age amounting around 700 000 country 85 million population according report iranian government expenditure education amount around gdp requirement enter higher education high school diploma pas iranian university entrance exam officially known konkur equivalent sat act exam united state,FIFA Iran,0.5423
many student year course pre university pi ne equivalent gce level international baccalaureate completion pre university course earns student pre university certificate iran higher education sanctioned different level diploma including associate degree rd ni also known fowq diplom delivered two year bachelor degree en si also known li delivered four year master degree en si ar ad delivered two year another exam allows candidate pursue doctoral program phd known doktor according webometrics ranking world university january 2017 iran top five university include tehran university medical science 478th worldwide university tehran 514th worldwide sharif university technology 605th worldwide amirkabir university technology 726th worldwide tarbiat modares university 789th worldwide iran ranked 60th global innovation index 2021 67th 2020 iran increased publication output nearly tenfold 1996 2004 ranked first term output growth rate followed china according study scimago 2012 iran would rank fourth world term research output 2018 current trend persists,FIFA Iran,0.7964
2009 suse linux based hpc system made aerospace research institute iran ari launched 32 core run 96 core performance pegged 192 gflops iranian humanoid robot sorena designed engineer university tehran unveiled 2010 institute electrical electronics engineer ieee placed name surena among five prominent robot world analyzing performance biomedical science iran institute biochemistry biophysics unesco chair biology late 2006 iranian scientist successfully cloned sheep somatic cell nuclear transfer royan research center tehran according study david morrison ali khadem hosseini harvard mit cambridge stem cell research iran amongst top 10 world,FIFA Iran,0.7783
iran rank 15th world nanotechnology iran placed domestically built satellite omid orbit 30th anniversary 1979 revolution february 2009 first expendable launch vehicle safir becoming ninth country world capable producing satellite sending space domestically made launcher iranian nuclear program launched 1950s iran seventh country produce uranium hexafluoride control entire nuclear fuel cycle iranian scientist outside iran also made major contribution science 1960 ali javan co invented first gas laser fuzzy set theory introduced lotfi zadeh iranian cardiologist tofigh mussivand invented developed first artificial cardiac pump precursor artificial heart,FIFA Iran,0.4767
iran diverse country consisting numerous ethnic linguistic group unified shared iranian nationality iran population grew rapidly latter half 20th century increasing 19 million 1956 84 million july 2020 however iran fertility rate dropped significantly recent year coming fertility rate per woman little two decade later leading population growth rate 39 2018 due young population study project growth continue slow stabilizes around 105 million 2050 iran host one largest refugee population world almost one million refugee mostly afghanistan iraq since 2006 iranian official working unhcr afghan official repatriation according estimate five million iranian citizen emigrated country mostly since 1979 revolution according iranian constitution government required provide every citizen country access social security covering retirement unemployment old age disability accident calamity health medical treatment care service,FIFA Iran,0.8316
majority population speaks persian also official language country others include speaker several iranian language within greater indo european family language belonging ethnicity living iran northern iran mostly confined gilan mazenderan gilaki mazenderani language widely spoken affinity neighboring caucasian language part gilan talysh language also widely spoken stretch neighboring republic azerbaijan variety kurdish widely spoken province kurdistan nearby area,FIFA Iran,0.3612
khuzestan several distinct variety persian spoken luri lari also spoken southern iran azerbaijani far spoken language country persian well several turkic language dialect spoken various region iran especially region azerbaijan notable minority language iran include armenian georgian neo aramaic arabic khuzi arabic spoken arab khuzestan well wider group iranian arab,FIFA Iran,0.4939
spoken language ethnic group composition also remains point debate mainly regarding largest second largest ethnic group persian azerbaijani due lack iranian state census based ethnicity cia world factbook estimated around 79 population iran diverse indo european ethno linguistic group comprise speaker various iranian language persian including mazenderanis gilaks constituting 61 population kurd 10 lurs balochs people ethnolinguistic group make remaining 21 azerbaijani constituting 16 arab turkmen turkic tribe others armenian talysh georgian circassian assyrian library congress issued slightly different estimate 65 persian including mazenderanis gilaks talysh 16 azerbaijani kurd lurs baloch turkic tribal group incl qashqai turkmen non iranian non turkic group incl armenian georgian assyrian circassian arab le,FIFA Iran,-0.3182
