,2022,22,al,amp,argentina,breakingnews,copa,cup,da,days,del,doha,du,el,en,es,est,fans,fifa,fifa22,fifaworldcup,fifaworldcupes,fifaworldcupqatar2022,final,football,goal,la,le,los,lusail,match,messi,mundial,new,nft,para,players,qatar,qatar2022,que,ready,se,soccer,stadium,team,time,win,world,worldcup,worldcup2022
630,3.924182583162001e-06,8.829175012714112e-06,9.314272289864238e-06,2.543022726032589e-06,8.591857830331281e-06,1.8140836812322837e-06,1.5055282063545573e-06,9.268490037602956e-06,3.173757492641616e-07,9.58279559533697e-07,3.314648886309193e-06,1.9403341877838823e-06,2.349670690757936e-06,7.520424048876815e-06,3.850747469410758e-06,3.834408580042682e-06,2.449885848786484e-06,3.674495510543128e-06,3.6699944108279153e-06,5.943903910948679e-06,1.0000065230396158,3.214324608538424e-06,1.0000001471506135,4.8009952894352754e-06,2.283110227230315e-06,6.637719061663812e-06,2.6461686066445603e-06,7.387150777571791e-06,7.006793130066978e-06,9.513221686378405e-06,8.326943894005868e-06,9.589538949511688e-06,1.906319893246249e-06,7.1131976161013904e-06,3.412547336492156e-07,2.01458550373943e-07,8.362379057047997e-06,1.5655398665811583e-06,7.149175531298654e-06,2.0421671599227332e-06,9.636049821820557e-06,9.935442367521124e-06,6.776997773144672e-06,3.1886548490143852e-06,5.66977631823771e-06,9.390936033709267e-06,2.8249920262194376e-06,9.179837365757338e-07,2.536466069286719e-06,7.094902229937648e-06
631,3.936502913952662e-06,6.5678207005877114e-06,2.104272726278105e-06,9.612693180744123e-06,4.630297159387801e-06,2.267662245801976e-06,1.0830559494512394e-08,1.8050801335155344e-06,3.3437273980388398e-06,1.8572537344092712e-06,4.903018324974018e-06,9.62047898693592e-06,5.8656783511912283e-08,1.0000066595103627,1.000008625053831,6.097032896948114e-06,8.762583234157894e-06,1.0617818701353476e-06,6.012731350479264e-06,2.282958516000807e-06,1.8301152746840068e-06,2.1573147836127284e-06,3.5315368292782004e-06,2.369737598488262e-06,2.66591144812281e-06,7.613158769357665e-06,6.7765894912932485e-06,6.6200669856034e-06,1.692454001336241e-07,9.857319177813244e-06,8.290449112778598e-06,2.0232635734694062e-06,3.6801259027629377e-06,8.362770139091423e-06,2.4226896181488503e-06,4.4399336572192046e-06,3.6706397452217178e-06,2.1874912574138562e-06,2.3315464969140745e-06,7.135463742635996e-06,4.878361688008029e-06,1.0000031777735252,6.527562309998375e-06,3.3203077024537267e-06,4.153510593691068e-07,6.921221297903864e-06,5.6910407306584245e-06,9.235857475520161e-06,6.87331724228153e-06,7.720199398997884e-06
632,8.173604345151938e-06,7.188167605934049e-06,9.99228240273468e-06,9.910897046887518e-06,1.3228124778575325e-06,1.000000696471607,4.902994220229023e-06,5.529498310785903e-06,9.872055708004522e-06,2.955806250813994e-06,1.4128209811624593e-06,5.2962276514051094e-06,9.74805879847067e-06,5.076842753856852e-06,3.7098932196511027e-06,2.8861170990927366e-06,7.559079485797611e-06,7.847292524449707e-06,8.9421505546653e-06,5.898701350663775e-06,7.102928181930787e-06,2.7156166007768435e-06,3.447042809838732e-06,8.758770416911295e-06,8.86874028903624e-06,5.245627837737982e-06,5.368135386181202e-06,5.0469563859936175e-08,2.8701154842684354e-06,5.400076335844786e-06,8.079436133789253e-06,7.486976705301551e-06,5.378519479999823e-06,8.898946478631057e-06,4.770097059950458e-06,2.6171505498044803e-06,8.789952089877876e-06,6.847215452255807e-06,7.943723174686493e-06,4.633186124041673e-06,1.7551221709907906e-06,1.4447557177444737e-06,1.8739570126386075e-06,9.160288053548301e-06,1.3156520737631772e-06,1.6815125856979032e-06,8.712993728620625e-06,1.374640728697586e-06,4.527411671898016e-06,8.93294305007498e-06
633,6.218758540032323e-06,3.134935871322129e-06,6.225391412152866e-06,3.8368174665038845e-06,1.0882652576165276e-06,4.9730634699280375e-06,6.096982432584012e-06,6.963425875635597e-06,6.879525597143715e-06,5.842056056709564e-06,1.0000037004574704,3.0536074853832166e-06,3.7622115225644583e-06,1.0000016842345636,9.988125453374412e-06,1.1517418391418388e-06,3.7663756523192664e-06,6.986753643748828e-06,6.0772346843708e-06,2.6428425142738955e-06,8.288998688280443e-06,1.000002968107149,5.4706194408490455e-06,3.6672107418784453e-06,3.0708361565397114e-06,4.128507660465931e-06,1.0000091437503658,6.746063111615176e-06,1.0000069987767322,8.583218047958448e-06,3.6506288721468153e-06,9.829735308784957e-06,9.57108187397588e-06,5.13666530740773e-06,2.3847817561305497e-07,5.979432636320396e-06,9.238867149721188e-06,7.473308306249072e-06,3.8030598106399543e-06,3.547470552264214e-06,8.673720680022378e-06,9.686211203722233e-06,4.753717169628121e-06,7.541036491916062e-06,9.731773851621669e-06,4.453671495947205e-06,5.101144351606355e-06,4.245890169453969e-06,9.374721385768163e-06,2.1287849197325762e-06
634,6.274445578650934e-07,4.968371630990567e-06,3.072287704571197e-07,4.261621041008284e-06,5.196321106598784e-06,2.916051875851134e-07,1.475849908745266e-06,8.875943670037257e-07,8.825912137109673e-06,8.114089342958406e-06,5.878306589080096e-07,5.456848855690567e-07,7.254684853502005e-06,6.910663423496779e-06,2.8357341509433633e-06,1.5414587520120284e-06,3.489738848260771e-07,1.131841897080519e-06,5.41747464345318e-07,8.50343069860732e-06,5.836957291477276e-06,2.2086699256235376e-06,7.647146423148188e-06,9.237173682547578e-06,9.029516375427e-06,8.652977410806167e-06,2.0397650727160934e-06,4.45198579727544e-06,2.7129656347183273e-06,4.344305570577937e-06,4.889516608314604e-07,7.989043015237986e-06,5.400609650728575e-06,4.523095922630272e-07,2.5473550965966086e-06,1.413935703106485e-06,6.435499446073822e-06,4.109479938165561e-06,6.2287610211518446e-06,5.643929282585499e-06,1.7827971065229022e-06,8.06986751789093e-06,3.2815230466997104e-06,6.325608454933003e-06,8.39795556050568e-06,6.032679134906313e-06,2.7880256916127813e-06,7.199952156117877e-06,9.02327075226794e-06,5.587902287628231e-06
635,3.6691724159780117e-06,4.982487185558118e-06,1.2684400826227805e-06,1.6453276134964647e-06,3.7400065478949864e-06,4.698719080436659e-06,9.554464676790983e-06,6.745605966474061e-06,2.8685344308274854e-06,9.44716746187994e-06,2.2428549916515065e-06,4.609467858297902e-06,1.3069086864813897e-06,1.5748751712858734e-06,4.9639819446339635e-06,3.5209974770258505e-06,3.7785879689979874e-06,6.1412889741557355e-06,9.74590553463239e-06,3.164330619062638e-06,2.0000012786376935,1.1076098479711062e-06,6.778740504294823e-06,3.4618702923789214e-07,9.44833679834551e-06,8.170965087845096e-08,4.996695104128224e-06,4.0851285164686995e-06,6.460672057056723e-06,3.0323088154640445e-06,3.1064552566643537e-07,2.35989888191527e-06,9.902158728955553e-06,9.433578550938439e-06,3.057229495844719e-06,6.161791035047901e-06,4.523650393485768e-07,9.115769738943003e-07,9.742597065495902e-06,7.253342314392813e-06,6.78305254945717e-06,6.4033398308842186e-06,8.808636349492491e-06,3.2013283625369028e-06,5.913211540110741e-07,1.6454095307443029e-06,7.122885487766564e-06,7.548448056101568e-06,8.159338793151934e-06,8.395607881085393e-06
636,7.724019068444006e-06,8.431172703772435e-06,1.952821933674812e-06,7.3107883783633995e-06,7.0569312470669305e-06,9.257585668095665e-06,1.1459846286978593e-06,3.7607110011860227e-06,5.040623746136034e-06,4.875258365860374e-06,4.5561811879867825e-06,9.806301437871572e-06,6.201670446488455e-06,6.575700245132485e-06,9.008706300532714e-06,3.923306258553925e-06,2.418005978829184e-06,8.995892838463526e-06,8.417053512417717e-06,3.7109009740289823e-06,1.0000076205971002,9.590127425205542e-07,5.981295107572517e-06,7.956734780506127e-06,5.272375405394946e-06,1.6040687477157812e-06,8.195260621673738e-06,7.305251905588688e-06,2.1325685289901577e-06,5.714033001006907e-06,5.389362274059031e-06,5.951260507452562e-06,6.765057823960108e-06,9.236044545419068e-06,2.4699025782242046e-06,3.7901713843057985e-06,2.1259243487556657e-06,3.4396998393949053e-07,1.000003173029028,5.7142667171943635e-06,1.3808168454227378e-06,5.726865409550334e-06,4.689089063510311e-06,5.839886615496949e-06,8.741802342167782e-07,9.608833389576972e-06,3.46119650715491e-06,3.928638927258486e-06,4.044975689483341e-06,8.1834394576431e-06
637,9.915392528493126e-06,7.648280957225777e-06,9.250552313715013e-06,9.983338990210068e-06,3.864488171114439e-06,6.442349868025977e-06,9.652605291125265e-06,5.460357016751152e-06,5.684775240760021e-06,1.4262318544756382e-06,7.210893082512481e-06,1.8773614836891085e-06,3.245943249723388e-06,5.322156323559253e-06,1.710698632512875e-07,4.374375593971869e-06,2.5691680083539762e-06,2.0092651641786674e-06,1.4755434943738023e-06,2.82475845128632e-06,2.0000066124078533,6.4279808810820535e-06,9.764747891292082e-06,9.075917308451358e-06,7.603631480863417e-06,4.823037263420594e-06,4.463670946602412e-06,2.9648338941271226e-06,4.1198392198460004e-07,6.166848571961583e-06,6.450382609181591e-06,8.287542042939873e-06,9.777723050525289e-06,3.386561689345884e-06,3.2132093764040764e-06,9.34503518897447e-06,8.50811217068763e-06,1.7767907112815274e-06,9.122410472111462e-06,3.010642559207192e-06,4.4108365397821255e-06,4.857855793413445e-06,3.4768986747763122e-06,8.276889824162812e-06,4.287678544384643e-06,4.60014498332727e-06,2.0065568336232866e-06,7.334691319407588e-06,4.5166548227565056e-06,2.821300828107759e-06
638,2.8532893676212046e-06,1.4765399901954757e-06,6.956954930857459e-06,5.0597009979621965e-06,9.39742886660723e-06,3.214540991588412e-06,1.5355773195512257e-06,5.978144084215771e-06,1.418555394995147e-07,9.08773882418197e-06,3.845409139216161e-08,9.515175880276934e-06,5.497287859548728e-07,9.724021153565822e-07,8.007480970500086e-06,8.823222429492504e-06,8.192619410867409e-07,6.364816360115122e-06,4.4721515334025467e-07,1.3937601874095563e-06,1.0000081444805433,7.40923100686588e-07,1.562657705094439e-07,3.637555523722609e-06,7.577602471122088e-06,4.852102687109479e-06,9.141723823427413e-06,4.41181611840962e-06,4.143516801196823e-06,8.495994114945019e-06,2.0452940668071465e-07,2.6905192931504753e-06,9.456623701003322e-06,7.076594368684016e-06,3.8031515439814303e-06,8.612208843984036e-06,9.292878467850141e-06,1.0000000366096555,7.465851203730026e-06,5.504443905202429e-06,8.42330553333744e-06,8.071166037535764e-06,1.3777960389560474e-08,2.0109177162102954e-06,2.4745244198763453e-06,8.657634105348656e-07,4.073962149127222e-06,7.31839905044014e-06,1.3879653545560634e-06,7.412031818163472e-06
639,8.054368957072735e-06,7.974764095860388e-07,9.726635076256364e-06,6.2533573562034175e-06,1.113789587270393e-06,2.429588365919471e-06,8.573217822236311e-06,4.546657656441608e-06,4.439718228453328e-06,2.0831090981481607e-06,3.069671584558925e-06,5.796829460533281e-06,6.0140000546255964e-06,1.5491547855654332e-06,7.204015587119618e-06,7.043572249627199e-06,3.864485374165039e-07,9.185297309369548e-06,2.7522810149860656e-06,2.537241747878194e-07,1.417272962105598e-06,8.173510578102519e-06,6.158784584886499e-06,9.372659952954568e-06,1.1765161141974092e-06,5.120904059670355e-06,8.464317061386608e-06,9.404526765259559e-06,1.610961046430348e-07,7.642837052610462e-06,6.597654166019639e-06,6.573368394994895e-07,4.056695576932704e-06,4.5148786422490505e-06,8.934210540254951e-06,7.262089835500476e-06,2.2688862581668646e-06,9.77529601350352e-06,1.0014593875437261e-06,3.5692655417648323e-06,9.566616294103959e-06,1.8545164476314193e-06,2.222095550740103e-06,8.975637192642997e-06,9.95641577341305e-06,4.112524329024244e-06,4.924933564642271e-06,6.506280767502497e-06,3.274992969765377e-06,7.742910053628345e-06
640,1.0000070073367506,6.710714226546678e-08,2.273892586850088e-06,5.9793454709828314e-06,1.992414528998654e-07,3.2204803483971756e-06,9.956956626339665e-08,7.412916894765049e-06,2.6881797803234923e-06,3.9365718512197205e-06,4.365618805999921e-06,8.627760342174136e-06,5.852433819347486e-06,1.7387748006443494e-07,9.856117709221907e-06,7.862063285906411e-06,9.80448367927174e-06,9.446898994921075e-06,1.0000008282775588,8.587383446723452e-07,1.000003599957549,7.376185776681506e-06,2.321885752256344e-06,1.2978393134067525e-06,3.072476529730366e-06,6.714384385348526e-06,3.809623703787152e-06,5.712112002306626e-06,2.871498536000361e-07,5.913698774486533e-06,6.257778748889476e-06,6.982883730593948e-07,8.327658965139415e-06,9.814910614277685e-07,3.52908293254146e-06,4.488763846813648e-06,1.1186429284374657e-06,6.292398286083917e-06,6.58792055890907e-06,5.771759086722927e-06,3.884479594546897e-07,9.13661353643592e-06,4.715311586071883e-06,6.310090588270411e-06,2.956224863946656e-06,6.027590174747949e-06,2.336178784512726e-06,5.962189562625364e-07,5.153771074708104e-06,9.513803090709326e-06
641,1.0274228948584731e-06,2.465583556575224e-06,6.507632547508693e-06,7.587515782510714e-06,4.580424211376844e-07,2.5015242214144454e-06,5.469486630691025e-06,1.4041077483404085e-06,7.61841693754431e-06,4.077675460489289e-06,9.66079457540092e-06,7.585755967521697e-06,8.608065878539238e-06,3.786636734548199e-07,1.4845746782539572e-06,4.204250513205333e-06,1.0000099871678667,1.206122935821631e-06,5.803839852762675e-06,9.992852746232478e-06,3.0280537443745827e-06,1.2345360828949282e-06,2.903647721463486e-06,2.529730888708155e-06,1.0000069469178345,4.767204501512896e-06,6.325921555097199e-06,1.0000085280515483,3.001087734660546e-06,9.104338991715932e-06,1.662461786977806e-06,4.433535495418916e-06,2.881278697273228e-06,1.7224043076129093e-06,8.088148703892759e-06,1.9837806839613636e-06,4.361350527060739e-06,1.3620779821545539e-06,3.238331029648023e-06,2.0000027530174656,6.725962443169801e-06,5.7952395212719845e-06,9.40832371501501e-06,9.586242138861732e-06,5.974479431424407e-07,2.3222674278976553e-06,5.0167363714748345e-06,1.718807283811197e-07,2.124610195933956e-06,7.384106617552635e-06
642,2.759758979759617e-06,7.497557256808149e-06,8.270537787761266e-06,1.7782766550700292e-06,1.2763250909126656e-06,5.806850315948771e-06,4.041606453676296e-06,4.327726003595835e-06,1.6303321513200786e-06,5.194571700573506e-06,4.720205453037816e-06,1.8688011481355294e-06,3.5063017044648572e-06,2.0000018120196286,5.497636920695104e-07,1.1297140906592375e-06,3.1479196046103477e-06,1.7765888407161725e-06,1.728724278607853e-06,1.8521974348765692e-06,1.0000046794139108,9.760620074998988e-06,6.035398246152043e-06,6.50469140609588e-06,7.809721521280567e-06,8.652403236978469e-08,2.9375167286598373e-06,7.160879359049773e-06,8.613650371010572e-06,5.738025661699042e-06,9.146372640611084e-06,7.718481065636724e-06,1.0000049657619894,4.465248448558903e-06,7.022831037420026e-06,1.0000026022382136,8.545687831807121e-06,4.897249234528217e-06,1.0000011702795744,7.287427389600238e-06,9.378520856340132e-06,6.755408528335122e-06,4.201245308739991e-06,4.799246025171049e-06,3.1218062787322566e-06,2.6323096632530432e-06,3.6340460294834513e-07,3.626241431079748e-06,9.725858264408774e-06,5.457524007952186e-08
643,3.531008209798141e-06,1.2097331806503986e-06,3.1872637939903215e-06,8.436611847842638e-06,8.70936884896026e-06,3.7826489133853037e-06,3.531556639765065e-06,8.290875512592975e-06,9.818365979919745e-06,4.408750582075619e-06,1.5842382940919787e-06,2.5256562082124183e-06,1.0000012221515158,5.2216223182464755e-06,1.0000063372412533,7.735830372264707e-06,6.158254211920991e-06,5.320847788419827e-06,6.198491621200298e-06,6.966491653788532e-06,1.8233642211195313e-06,3.7953828733885558e-06,2.0296565764401775e-06,7.661725162400819e-06,1.975185941051242e-06,6.957151413446682e-06,1.0000027374613856,1.0000001159178766,1.950930109448712e-06,5.931898172159657e-06,3.897446658246157e-06,9.358348118143501e-07,9.787524933492051e-06,8.890336024828137e-06,2.9748357976542185e-07,7.224889442831182e-06,3.005482412523442e-06,6.194877760506558e-06,5.321338252023196e-06,1.045594707744283e-06,1.7753356516027442e-06,7.1480823528074805e-06,1.2864314156763003e-06,9.065775653802115e-06,3.912263785735363e-06,5.48403225918879e-06,8.12303572733177e-06,9.63483498036601e-06,5.314758849392206e-06,2.668048289585402e-06
644,1.2159043426555118e-06,5.7081294893210706e-06,1.0000027896911925,5.114967914028698e-06,9.397989250561762e-06,7.4519169455514825e-06,2.8602963213918167e-06,8.36500712575339e-06,2.4301236926312155e-06,8.401474272411437e-06,2.608234583679028e-06,4.48815119721304e-06,3.090292252250059e-06,1.0000093321359382,8.709039064733496e-06,4.1936333160287145e-06,5.709618698389875e-06,4.792999121958112e-06,1.975659384589428e-06,5.291204001980384e-06,1.000007630488407,2.927975163638701e-06,7.185310096305671e-06,2.9197919013640964e-06,9.112556336336859e-06,3.4241084997471042e-06,1.8078135283580377e-07,5.607545196877863e-06,8.116870662430483e-06,2.900841116227977e-06,5.933710998788961e-06,7.410567381079267e-06,4.7965511502647156e-06,8.546309639644312e-09,6.492105074941124e-07,2.8808426841047533e-06,8.829608682128309e-06,8.874578594536876e-06,3.5186023918756584e-06,6.340465376378692e-06,5.843806602374801e-06,2.5953591242446906e-06,9.365169181918354e-07,3.4324540818084052e-06,5.347697963379105e-06,3.1779270178673628e-06,6.703670479731369e-06,7.643205916024842e-06,7.230857887600585e-07,3.205308763065026e-06
645,6.2321183330836076e-06,4.5638202825726696e-06,3.706541440915611e-06,6.358770318853925e-06,5.321084440751622e-06,2.5659859284481116e-07,9.313670625971795e-06,4.915368508323283e-06,7.224543601205337e-06,6.3690708113845545e-06,2.7652618648252716e-06,5.134074947546471e-06,2.422605099885995e-06,5.055735204113442e-06,3.7653998790619673e-06,6.189624558291195e-06,4.1705871835550125e-06,5.3580909199867885e-06,7.249347321746248e-06,4.567543378045659e-06,1.0000096288618276,4.237993361580891e-06,9.374430046964477e-06,1.4824156744786978e-06,8.433823545690701e-07,2.5017332467697008e-06,1.000000911965214,5.736295260410885e-07,5.6478504847402e-06,3.842088235726579e-06,8.97659256442985e-06,7.403659309807828e-06,6.0089905478231704e-06,3.94832195381422e-06,3.6431424126356076e-06,5.138366941103579e-07,5.693470115669952e-06,4.7895083273304876e-06,8.688409413872301e-06,4.180753119618724e-06,6.802351517179949e-06,1.000005913444216,6.472751764901798e-06,9.613847145324905e-06,7.727683684183798e-06,8.512471118251108e-06,7.845288932943679e-06,6.828587963730606e-06,5.98155022293446e-06,4.170852451412433e-06
646,5.023197496446148e-06,4.921703710601431e-06,2.257035782213074e-06,8.081500537987129e-06,5.8913334045516246e-06,9.238707115686053e-06,6.04001321142464e-06,6.134496574533689e-06,3.134264787516912e-06,7.832140106673891e-07,6.537977542823004e-06,5.610580534457143e-07,2.505893650661424e-06,5.318699008912866e-06,9.552703533326568e-06,7.851936067016503e-06,3.973367973891444e-06,9.731140799344477e-06,6.010258262703168e-06,1.264136682902245e-06,2.0000014536493587,1.2602926407181304e-06,1.4087912355088384e-06,1.0000095031264178,4.200872423215061e-06,1.6886989777445128e-06,1.3772495544752707e-06,3.902342758176359e-06,9.083512259021291e-06,1.4754771247408871e-07,8.205890404282842e-06,3.03777384682861e-06,5.005198987257119e-06,1.1156215789423274e-06,9.662111981834448e-06,3.9254402341341825e-06,5.593268997274569e-06,1.1325229229268697e-06,8.457490136661315e-06,7.880867288537019e-06,2.0640000048355837e-06,8.208467279695054e-06,9.083498503278581e-06,5.978213624604164e-06,8.427561555075548e-06,1.6991939111493662e-07,7.7940839176166e-06,8.058102325892424e-06,3.911402828935133e-06,5.754075595209756e-06
647,1.2949439781850926e-07,5.7539178419030836e-06,8.612456772660299e-06,3.8256640730172465e-06,1.6802285672789155e-06,4.3137548328724853e-07,4.1404347518345635e-06,8.570505347918446e-07,6.460998546202123e-06,4.928195635549703e-06,1.8712998162030337e-06,5.1907262579013515e-06,7.984918800374584e-06,3.0546207073607625e-06,6.847328930907893e-08,7.1096580202171425e-06,6.388905981195542e-06,1.1546118906493065e-06,6.224561073928282e-06,1.000008342708532,1.0568050857407408e-06,2.7057246903083325e-06,7.146329085131609e-07,5.6817222220034285e-06,1.000005581408332,2.438697505198937e-06,6.725490965848797e-06,4.393721325825307e-06,4.6891247113842e-06,5.910168636142183e-06,6.97841547227746e-06,1.2807165006836308e-06,7.289225231440528e-06,5.520279867562094e-06,5.2802591925576715e-06,8.589915692586027e-06,5.816543783125034e-06,1.0000099991878157,3.480359833646253e-06,4.044822516567155e-06,3.195219751936228e-06,2.809864567015366e-06,6.2046693667257e-06,1.7764168345169664e-06,4.962124513304068e-07,7.657566131772907e-06,4.256621247719983e-07,5.869883348702568e-06,4.360232229628992e-06,9.896572302921323e-06
648,1.0000080325203642,9.038215615277584e-06,3.470087816463008e-07,6.1393711218844555e-06,8.342045987533755e-06,4.721095393367003e-06,2.4169233303930595e-06,1.000002163962792,2.6600250816714436e-06,7.286707231654061e-06,6.894516037673426e-06,7.850487526336224e-06,9.845375161701304e-06,7.290280952041251e-06,9.175827809448354e-06,3.181843510155832e-06,5.498126819525543e-06,5.4964400285161365e-06,1.0000027405192233,2.3499873586580536e-06,9.396830532102037e-06,7.5098932703037175e-06,6.58160582196341e-07,2.697299640224077e-06,1.014947491592173e-06,2.2294548077271884e-06,5.728411905925191e-07,4.546625409320362e-06,6.489055862161912e-06,2.038131102121027e-06,4.281775295993722e-06,6.206875291825666e-06,6.977838863675429e-06,5.362363219020085e-06,9.64828964808486e-06,7.225483375579073e-06,8.465882374414753e-06,2.531778732356117e-06,6.075898364842801e-06,1.709508081775012e-06,5.461744038452454e-08,7.195969814629939e-06,8.608084328504062e-06,1.9788985569465636e-06,8.893996036632265e-06,5.49226450039172e-07,5.935200510766892e-06,1.0000074663028906,1.8710743838904666e-06,6.542578120976125e-06
649,4.0719955925571764e-07,8.17082368197107e-06,7.524949048097746e-06,1.0000097008682753,2.6614779004729754e-07,3.0303707070970077e-06,1.0671838304475569e-06,8.821269407581719e-06,8.91395533149752e-06,4.13503825203972e-06,7.601226502902583e-06,9.845871978605254e-06,2.6662318098032846e-06,2.9935098021225983e-06,7.035719597324673e-06,3.6819144831826647e-06,3.914242320552834e-06,9.21091623644505e-06,1.418224634240849e-06,5.722042585316741e-06,1.3732273649162052e-06,1.9636171902051603e-06,6.877761637101447e-06,3.3587526466195287e-06,6.5769073247318945e-06,7.000416508912808e-06,8.600010509836874e-06,7.387546645665737e-06,6.348137118256926e-06,4.871387694717714e-06,3.030777163031049e-06,4.281239085375705e-06,3.6547856990990804e-06,9.900933196421564e-06,1.7826529645414448e-06,1.1372528146236782e-06,4.204010912542572e-06,6.102341408365859e-06,3.147611753010462e-06,2.310794286680086e-06,7.490920946519259e-06,1.951659720808329e-06,2.648190410478525e-06,9.720567991207426e-06,2.7155601737450245e-06,7.645001268389374e-06,2.6069158367927363e-06,3.0000403138881916e-06,4.083144643878948e-06,8.634835817375149e-06
650,3.754372487601855e-06,3.589099439704853e-06,7.607826061476244e-06,1.0000031505192049,2.0684886419647523e-06,8.911140915468738e-06,1.2728921349755441e-06,2.2160828275047053e-06,3.440565191171641e-06,8.695361327664318e-06,8.345344613534432e-06,5.87007794520893e-06,2.6343924174674597e-06,8.987352016937866e-06,9.526873913230983e-07,5.871893911370182e-06,8.998535645185707e-06,9.828612985266997e-06,1.0603750182114436e-06,4.469712155963019e-06,5.265806714545508e-06,5.903354018262564e-07,7.024676949050587e-06,8.35001197276158e-06,4.343652358922001e-06,9.865786835894182e-06,9.865365848955502e-06,4.3767737290354094e-06,5.627165465720158e-06,1.2553134205578043e-06,1.1238136388288235e-06,7.719664849835622e-06,2.2689726323993888e-06,6.649334991477898e-06,6.693607121516045e-06,7.699531399269467e-06,9.934093244527617e-06,9.628677140780774e-06,2.9258484589604073e-06,2.2962436991241678e-07,6.239822543093132e-07,8.045155173251886e-06,3.5440556000612447e-06,3.85740325194866e-06,6.745905440833074e-06,6.7218061147487455e-06,7.094206960465868e-06,3.353935874026013e-06,7.406416728313271e-07,9.562152305725724e-06
651,7.481074966076853e-06,6.9536982081736725e-06,8.810798363905412e-06,4.973245563797477e-06,5.837087451596171e-06,2.8457096204537702e-06,7.954219824990322e-06,6.938757416182665e-06,4.863851428730547e-06,9.175138172516229e-06,2.514883057784734e-07,2.3916546219018444e-06,5.2194006034209696e-06,7.4244227151318245e-06,6.557713267791583e-06,4.205054000886427e-06,9.482528872491184e-06,9.044089368183752e-06,2.4003623345441584e-06,5.009886150506094e-06,1.0000087303414018,4.614637273926352e-06,8.346203169396745e-06,4.857864220156963e-06,7.634865343277857e-06,9.86862090036763e-06,4.3610867754112595e-06,9.652787347679042e-06,8.930139864414303e-06,6.233262923581415e-06,4.4861503288371275e-06,4.782881719317123e-07,7.363141809348572e-06,4.419098188390765e-06,1.941871719982591e-06,2.3231083893906246e-06,1.8590552992419385e-06,7.336452097167841e-06,6.602104530900516e-06,7.747193680413723e-07,5.580473668649278e-07,2.008497536081101e-06,6.103039114488453e-06,3.4829572240589414e-06,3.1489465686032717e-06,7.294092296406914e-06,1.0000027835182894,7.742393967938557e-06,2.521656008648542e-06,8.59739493516158e-06
652,6.398779532844802e-06,9.671851571693254e-06,7.70302119880653e-06,2.9825324728057014e-06,3.5707878509922156e-06,6.906010292535619e-06,8.097367530067868e-07,4.243862494894182e-06,4.318309657227825e-06,9.602505138402582e-06,9.107724994641167e-06,5.5807800419706726e-06,2.7623918900386294e-06,4.741564009301555e-06,2.8864896149145004e-06,8.642727365007664e-06,8.604543662257839e-06,7.888160262823741e-06,2.989889223237339e-06,8.058772661758268e-06,7.674216173420722e-06,1.3144713660144815e-06,4.385635983765866e-06,9.029220990464488e-06,3.8137162228492464e-06,7.252163195037879e-06,4.236420204375026e-06,7.847947796843194e-06,4.240460551403036e-07,2.5231323331792566e-06,6.586720265139765e-06,8.950762881980534e-06,3.6877243712231024e-06,1.2125593845059636e-06,8.500656376986385e-06,3.4382821768471075e-07,4.451122843195429e-06,5.718601867346124e-06,9.285742216445e-06,2.024834692786759e-07,3.0962900172835874e-07,5.348074143576446e-06,8.03329604130378e-06,5.484084497620611e-06,1.1526266390173513e-07,1.0110014045664884e-06,4.484067296900957e-06,4.979479657913119e-06,7.64645015891358e-06,3.130676177750066e-06
653,1.0106177317672638e-06,1.0431669619752838e-07,1.576023431098631e-06,3.8335936533221315e-06,6.510343564448344e-06,5.790747633404051e-06,3.7952096562129805e-06,8.113808554473109e-06,8.47905981628353e-06,2.7206052771153856e-06,3.709451844631049e-06,9.344389189260277e-06,8.055934002673956e-06,9.086859211881886e-06,9.203806532115597e-06,5.478328442083091e-06,7.345216808680211e-07,1.200186680377542e-06,8.961612513675554e-06,8.952699962848244e-06,1.0000068678679441,7.591132883341135e-07,8.428378329873734e-06,2.112672341612921e-06,6.388199322167717e-06,4.153871706690891e-06,4.021258591642205e-06,2.4145747932016185e-08,1.437160760559001e-06,1.4374989946334495e-06,9.427747535726553e-06,8.976617732003179e-07,1.1779177526640662e-06,8.998526918930071e-06,8.205843129456178e-06,2.78258949532484e-06,7.542888709810025e-07,3.6070420507647177e-06,4.65548085026152e-06,7.804588884026266e-07,1.3962887470950204e-07,8.874676685525678e-06,9.4153463092011e-06,2.020073407542039e-06,9.44108065684872e-06,2.844136110855211e-07,3.0822608192877248e-06,8.1276593878645e-06,7.398674450409098e-06,5.981210156464567e-06
